27. Tantz 19,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c2va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/027_tanz_19.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/027_tanz_19.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/027_tanz_19.mid,1609865195,1609864120
28. Tantz 20,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c2vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/028_tanz_20.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/028_tanz_20.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/028_tanz_20.mid,1609865195,1609864142
29. Tantz 21,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c3a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",GM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c3.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/029_tanz_21.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/029_tanz_21.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/029_tanz_21.mid,1609865195,1609864164
30. Tantz 22,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c3b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c3.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/030_tanz_22.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/030_tanz_22.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/030_tanz_22.mid,1609865195,1609864196
31. Tantz 23,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c3va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c3v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/031_tanz_23.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/031_tanz_23.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/031_tanz_23.mid,1609865195,1609864263
32. Tantz 24,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c3vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c3v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/032_tanz_24.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/032_tanz_24.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/032_tanz_24.mid,1609865195,1609864289
33. Tantz 25,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c4a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c4.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/033_tanz_25.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/033_tanz_25.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/033_tanz_25.mid,1609865195,1609864311
34. Tantz 26,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c4b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c4.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/034_tanz_26.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/034_tanz_26.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/034_tanz_26.mid,1609865195,1609864333
35. Tantz 27,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c4va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c4v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/035_tanz_27.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/035_tanz_27.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/035_tanz_27.mid,1609865195,1609864361
36. Tantz 28,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c4vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c4v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/036_tanz_28.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/036_tanz_28.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/036_tanz_28.mid,1609865195,1609864380
37. Tantz 29,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d1a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d1.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/037_tanz_29.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/037_tanz_29.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/037_tanz_29.mid,1609865195,1609864403
38. Tantz 30,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d1b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d1.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/038_tanz_30.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/038_tanz_30.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/038_tanz_30.mid,1609865195,1609864422
39. Tantz 31,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d1va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d1v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/039_tanz_31.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/039_tanz_31.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/039_tanz_31.mid,1609865195,1609864452
40. Tantz 32,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d1vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d1v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/040_tanz_32.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/040_tanz_32.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/040_tanz_32.mid,1609865195,1609864518
41. Tantz 33,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d2a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/041_tanz_33.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/041_tanz_33.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/041_tanz_33.mid,1609865195,1609864538
42. Tantz 34,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d2b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Cm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/042_tanz_34.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/042_tanz_34.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/042_tanz_34.mid,1609865195,1609864576
43. Tantz 35,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d2va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Gm,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/043_tanz_35.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/043_tanz_35.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/043_tanz_35.mid,1609865195,1609864608
44. Tantz 36,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d2vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/044_tanz_36.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/044_tanz_36.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/044_tanz_36.mid,1609865195,1609864631
45. Tantz 37,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d3a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d3.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/045_tanz_37.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/045_tanz_37.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/045_tanz_37.mid,1609865195,1609864670
46. Tantz 38,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d3b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d3.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/046_tanz_38.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/046_tanz_38.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/046_tanz_38.mid,1609865195,1609864732
47. Tantz 39,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d3v,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Cm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d3v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/047_tanz_39.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/047_tanz_39.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/047_tanz_39.mid,1609865195,1609864756
48. Tantz 40,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.d4,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/d4.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/048_tanz_40.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/048_tanz_40.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/048_tanz_40.mid,1609865195,1609864779
85. Passamezzo1,Anticho,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.f1v,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo antico, saltarello",Cm,5,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/f1v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/085_passamezzo+saltarello_1_antico.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/085_passamezzo+saltarello_1_antico.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/085_passamezzo+saltarello_1_antico.mid,1610415723,1622249290
86. Passamezzo 2,Anticho,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.f4v,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo antico, saltarello",Fm,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/f4v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/086_passamezzo+saltarello_2_antico.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/086_passamezzo+saltarello_2_antico.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/086_passamezzo+saltarello_2_antico.mid,1610415723,1622249290
87. Passamezzo 3,Anticho,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.g2,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo antico, saltarello",Dm,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/g2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/087_passamezzo+saltarello_3_antico.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/087_passamezzo+saltarello_3_antico.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/087_passamezzo+saltarello_3_antico.mid,1610415723,1622249290
88. Passamezzo 4,Anticho,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.g3v,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo antico, saltarello",Gm,5,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/g3v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/088_passamezzo+saltarello_4_antico.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/088_passamezzo+saltarello_4_antico.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/088_passamezzo+saltarello_4_antico.mid,1610415723,1622249290
89. Passamezzo 5,Commune,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.h2,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo moderno, saltarello",CM,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/h2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/089_passamezzo+saltarello_5_commun.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/089_passamezzo+saltarello_5_commun.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/089_passamezzo+saltarello_5_commun.mid,1610415723,1622249290
90. Passamezzo 6,Commune,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.h3v,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo moderno, saltarello",FM,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/h3v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/090_passamezzo+saltarello_6_commun.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/090_passamezzo+saltarello_6_commun.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/090_passamezzo+saltarello_6_commun.mid,1610415723,1622249290
91. Passamezzo 7,Commune,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.i1v,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo moderno, saltarello",DM,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/i1v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/091_passamezzo+saltarello_7_commun.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/091_passamezzo+saltarello_7_commun.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/091_passamezzo+saltarello_7_commun.mid,1610415723,1622249290
92. Passamezzo 8,Commune,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.i2v,Sarge Gerbode,Sarge Gerbode,,,,,,,"passamezzo moderno, saltarello",GM,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/i2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/092_passamezzo_saltarello_8_commun.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/092_passamezzo_saltarello_8_commun.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/092_passamezzo_saltarello_8_commun.mid,1610415723,1622249290
125. Pavana 1,Ferrareza,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.m1,Sarge Gerbode,Sarge Gerbode,,,,,,,"pavane, galliard",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/m1.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/125_pavana+galliarda_1_ferrareza.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/125_pavana+galliarda_1_ferrareza.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/125_pavana+galliarda_1_ferrareza.mid,1610674650,1622249290
126. Pavana 2,des Dieux,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.m1v,Sarge Gerbode,Sarge Gerbode,,,,,,,"pavane, galliard",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/m1v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/126_pavana+galliarda_2_des_dieux.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/126_pavana+galliarda_2_des_dieux.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/126_pavana+galliarda_2_des_dieux.mid,1610674650,1622249290
127. Pavana 3,La Garde,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.m2,Sarge Gerbode,Sarge Gerbode,,,,,,,"pavane, galliard",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/m2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/127_pavana+galliarda_3_la_garde.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/127_pavana+galliarda_3_la_garde.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/127_pavana+galliarda_3_la_garde.mid,1610674650,1622249290
128. Pavana 4,Sur la battaglia,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.m2v,Sarge Gerbode,Sarge Gerbode,,,,,,,"pavane, galliard",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/m2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/128_pavana+galliarda_4_sur_la_battaglia.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/128_pavana+galliarda_4_sur_la_battaglia.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/128_pavana+galliarda_4_sur_la_battaglia.mid,1610674650,1622249290
